Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-05-06,False,18096.95011325048
1,1,2011-05-13,False,18299.03350140406
1,1,2011-05-20,False,16000.457015133537
1,1,2011-05-27,False,16022.598229159094
1,1,2011-06-03,False,17067.566334791205
1,1,2011-06-10,False,17192.50481671719
1,1,2011-06-17,False,16677.843599268774
1,1,2011-06-24,False,16591.909627151865
1,2,2011-05-06,False,48287.895557718606
1,2,2011-05-13,False,44888.37502936113
1,2,2011-05-20,False,46232.21483186425
1,2,2011-05-27,False,46830.88951103741
1,2,2011-06-03,False,48219.72716849742
1,2,2011-06-10,False,47297.322901149535
1,2,2011-06-17,False,47700.895451932935
1,2,2011-06-24,False,46012.33782158026
1,3,2011-05-06,False,9712.591354746251
1,3,2011-05-13,False,8232.585332014012
1,3,2011-05-20,False,8489.15327107222
1,3,2011-05-27,False,8471.791141919526
1,3,2011-06-03,False,8186.961629283348
1,3,2011-06-10,False,7777.04425452134
1,3,2011-06-17,False,8042.279708164507
1,3,2011-06-24,False,7428.746384784313
1,4,2011-05-06,False,36899.444549215936
1,4,2011-05-13,False,32871.25300226987
1,4,2011-05-20,False,35277.29603974053
1,4,2011-05-27,False,35902.52618381565
1,4,2011-06-03,False,39049.09669758063
1,4,2011-06-10,False,35136.353335936066
1,4,2011-06-17,False,34871.01378994945
1,4,2011-06-24,False,33734.65862234924
1,5,2011-05-06,False,20053.21775928859
1,5,2011-05-13,False,17818.215066748762
1,5,2011-05-20,False,15361.570124680153
1,5,2011-05-27,False,16675.040288238295
1,5,2011-06-03,False,23286.237463682282
1,5,2011-06-10,False,19910.969430681584
1,5,2011-06-17,False,20566.559599483535
1,5,2011-06-24,False,18344.57025680636
1,6,2011-05-06,False,5901.576948816164
1,6,2011-05-13,False,5529.879107577468
1,6,2011-05-20,False,4313.029919439203
1,6,2011-05-27,False,4775.03920464285
1,6,2011-06-03,False,4050.6851000298957
1,6,2011-06-10,False,3881.3203019264365
1,6,2011-06-17,False,3600.565885625987
1,6,2011-06-24,False,4043.580277178644
1,7,2011-05-06,False,20686.659786332868
1,7,2011-05-13,False,18730.38864517096
1,7,2011-05-20,False,25142.822946098637
1,7,2011-05-27,False,33393.72771151632
1,7,2011-06-03,False,42308.33053311997
1,7,2011-06-10,False,29317.956366645176
1,7,2011-06-17,False,28914.942554860612
1,7,2011-06-24,False,27922.189432765826
1,8,2011-05-06,False,35382.61385194571
1,8,2011-05-13,False,32507.92820393187
1,8,2011-05-20,False,33259.00401060595
1,8,2011-05-27,False,33485.273181419216
1,8,2011-06-03,False,35273.83594430783
1,8,2011-06-10,False,32856.15209932844
1,8,2011-06-17,False,32955.11232067258
1,8,2011-06-24,False,31594.819024223696
1,9,2011-05-06,False,28482.763373565187
1,9,2011-05-13,False,24462.934942302552
1,9,2011-05-20,False,25962.11053561806
1,9,2011-05-27,False,28668.851044033447
1,9,2011-06-03,False,35447.33173995119
1,9,2011-06-10,False,27114.87544864966
1,9,2011-06-17,False,26526.58514596245
1,9,2011-06-24,False,25259.756182610665
1,10,2011-05-06,False,32591.672576596447
1,10,2011-05-13,False,29419.798620689613
1,10,2011-05-20,False,30889.665827075904
1,10,2011-05-27,False,33336.93625697349
1,10,2011-06-03,False,34590.820941328486
1,10,2011-06-10,False,32369.728999705007
1,10,2011-06-17,False,32063.166986026754
1,10,2011-06-24,False,33322.98471644935
1,11,2011-05-06,False,32006.214581013854
1,11,2011-05-13,False,25992.75005955548
1,11,2011-05-20,False,29058.60456105714
1,11,2011-05-27,False,30327.939565004046
1,11,2011-06-03,False,38886.73630649802
1,11,2011-06-10,False,33145.14550313094
1,11,2011-06-17,False,35883.00767967683
1,11,2011-06-24,False,40187.97768618931
1,12,2011-05-06,False,13865.014208705143
1,12,2011-05-13,False,10291.113629378124
1,12,2011-05-20,False,13223.366341071182
1,12,2011-05-27,False,13095.175872539148
1,12,2011-06-03,False,13980.118292505365
1,12,2011-06-10,False,12000.577758596257
1,12,2011-06-17,False,12712.822359206366
1,12,2011-06-24,False,11348.18289117187
1,13,2011-05-06,False,38933.87175291858
1,13,2011-05-13,False,35094.009348267224
1,13,2011-05-20,False,37861.32161191595
1,13,2011-05-27,False,38379.44243210193
1,13,2011-06-03,False,42056.54967512167
1,13,2011-06-10,False,39667.42151177395
1,13,2011-06-17,False,38695.72478263138
1,13,2011-06-24,False,37770.27407980093
1,14,2011-05-06,False,13764.33472108008
1,14,2011-05-13,False,13303.982828726346
1,14,2011-05-20,False,11986.440896467242
1,14,2011-05-27,False,12744.856487289415
1,14,2011-06-03,False,13497.4825060378
1,14,2011-06-10,False,12979.85991896962
1,14,2011-06-17,False,13102.062902787578
1,14,2011-06-24,False,11830.503809334064
1,16,2011-05-06,False,52980.49887974574
1,16,2011-05-13,False,42319.635073025616
1,16,2011-05-20,False,38461.64169316555
1,16,2011-05-27,False,45647.15359846563
1,16,2011-06-03,False,51751.85420453108
1,16,2011-06-10,False,33112.985887157636
1,16,2011-06-17,False,36302.09046817992
1,16,2011-06-24,False,33091.46585101974
1,17,2011-05-06,False,8849.970075970281
1,17,2011-05-13,False,8537.947674834168
1,17,2011-05-20,False,7837.14983854303
1,17,2011-05-27,False,7550.641875535015
1,17,2011-06-03,False,8595.925336546496
1,17,2011-06-10,False,8324.698481374418
1,17,2011-06-17,False,8442.780170190146
1,17,2011-06-24,False,7395.463503830366
1,18,2011-05-06,False,-466.4992093879678
1,18,2011-05-13,False,-482.17147105505643
1,18,2011-05-20,False,-479.5522313928646
1,18,2011-05-27,False,-481.29975553920445
1,18,2011-06-10,False,-481.05079453291324
1,18,2011-06-17,False,-482.0852051075031
1,19,2011-05-06,False,1159.6492359110885
1,19,2011-05-13,False,1098.2545658745835
1,19,2011-05-20,False,1074.1856565021476
1,19,2011-05-27,False,872.5583828531703
1,19,2011-06-03,False,894.1818289607795
1,19,2011-06-10,False,1001.0183530941172
1,19,2011-06-17,False,932.0931233839397
1,19,2011-06-24,False,828.6531789889591
1,20,2011-05-06,False,3921.5135699426605
1,20,2011-05-13,False,3436.7713597831166
1,20,2011-05-20,False,4204.485236876047
1,20,2011-05-27,False,4493.331222399122
1,20,2011-06-03,False,5887.507572316316
1,20,2011-06-10,False,4873.079275984534
1,20,2011-06-17,False,4511.847753362249
1,20,2011-06-24,False,4512.205462136174
1,21,2011-05-06,False,7588.3395193784145
1,21,2011-05-13,False,6850.394169476733
1,21,2011-05-20,False,6649.399198657984
1,21,2011-05-27,False,7182.639140474295
1,21,2011-06-03,False,7395.06771419259
1,21,2011-06-10,False,7221.324877724435
1,21,2011-06-17,False,7319.508518153254
1,21,2011-06-24,False,7426.269495182822
1,22,2011-05-06,False,6643.201210807132
1,22,2011-05-13,False,6385.329470338995
1,22,2011-05-20,False,6568.6713076841515
1,22,2011-05-27,False,6468.236789002836
1,22,2011-06-03,False,6419.0696060447335
1,22,2011-06-10,False,6419.67064027127
1,22,2011-06-17,False,6869.73940190137
1,22,2011-06-24,False,5844.088417078423
1,23,2011-05-06,False,22001.8799565536
1,23,2011-05-13,False,21305.610102821982
1,23,2011-05-20,False,22587.08248098395
1,23,2011-05-27,False,24204.980120588003
1,23,2011-06-03,False,28143.206623560658
1,23,2011-06-10,False,25755.942747140678
1,23,2011-06-17,False,29325.232514867468
1,23,2011-06-24,False,30349.401772228677
1,24,2011-05-06,False,5213.19818328101
1,24,2011-05-13,False,4585.935844791541
1,24,2011-05-20,False,4816.285743962694
1,24,2011-05-27,False,5712.283520063688
1,24,2011-06-03,False,5333.876665418863
1,24,2011-06-10,False,4554.797242063517
1,24,2011-06-17,False,4653.711440974975
1,24,2011-06-24,False,4223.4768684024575
1,25,2011-05-06,False,12121.05919861747
1,25,2011-05-13,False,9960.188787067309
1,25,2011-05-20,False,10201.418365141843
1,25,2011-05-27,False,9959.827823561616
1,25,2011-06-03,False,11384.03716137074
1,25,2011-06-10,False,10424.629889543634
1,25,2011-06-17,False,9699.833079383243
1,25,2011-06-24,False,9530.589222157374
1,26,2011-05-06,False,6149.1052049706295
1,26,2011-05-13,False,5148.889298132674
1,26,2011-05-20,False,5279.606496548799
1,26,2011-05-27,False,5359.46984584728
1,26,2011-06-03,False,5854.7235472975835
1,26,2011-06-10,False,5034.288326282108
1,26,2011-06-17,False,4965.176715951932
1,26,2011-06-24,False,4479.299677663071
1,27,2011-05-06,False,816.8153553982872
1,27,2011-05-13,False,865.948271902397
1,27,2011-05-20,False,783.8645462099255
1,27,2011-05-27,False,767.8731766826265
1,27,2011-06-03,False,740.144074914863
1,27,2011-06-10,False,832.3808208357102
1,27,2011-06-17,False,752.9214879287781
1,27,2011-06-24,False,699.4222270381895
1,28,2011-05-06,False,391.354647863533
1,28,2011-05-13,False,390.4536954035215
1,28,2011-05-20,False,410.29876375634234
1,28,2011-05-27,False,359.1269718772896
1,28,2011-06-03,False,307.02428005809674
1,28,2011-06-10,False,228.26284033199084
1,28,2011-06-17,False,223.45723743497405
1,28,2011-06-24,False,265.7428187419941
1,29,2011-05-06,False,5430.126277137322
1,29,2011-05-13,False,4933.478551564513
1,29,2011-05-20,False,3968.3133422935575
1,29,2011-05-27,False,4184.54809733283
1,29,2011-06-03,False,4462.327488144721
1,29,2011-06-10,False,4597.732283067926
1,29,2011-06-17,False,4150.437062504388
1,29,2011-06-24,False,4264.577106854769
1,30,2011-05-06,False,4406.254244465971
1,30,2011-05-13,False,3896.516850874098
1,30,2011-05-20,False,4325.673785814762
1,30,2011-05-27,False,4202.491379700595
1,30,2011-06-03,False,4282.553934812627
1,30,2011-06-10,False,4259.007266392256
1,30,2011-06-17,False,4256.3690863140155
1,30,2011-06-24,False,4038.656826870015
1,31,2011-05-06,False,2014.291289868342
1,31,2011-05-13,False,2282.7404301097845
1,31,2011-05-20,False,1805.7441392343019
1,31,2011-05-27,False,1607.029302266011
1,31,2011-06-03,False,1904.2629962769636
1,31,2011-06-10,False,1930.8445455117756
1,31,2011-06-17,False,1297.3842280430174
1,31,2011-06-24,False,1368.17640488447
1,32,2011-05-06,False,11354.90941080401
1,32,2011-05-13,False,14448.322305846808
1,32,2011-05-20,False,6779.360171017435
1,32,2011-05-27,False,7035.348124971113
1,32,2011-06-03,False,7533.682284717646
1,32,2011-06-10,False,6541.242227207369
1,32,2011-06-17,False,6847.272064110579
1,32,2011-06-24,False,7950.668516795116
1,33,2011-05-06,False,4893.095789603178
1,33,2011-05-13,False,4149.5032945473085
1,33,2011-05-20,False,5078.855508739582
1,33,2011-05-27,False,5562.999831094627
1,33,2011-06-03,False,6005.5573715150695
1,33,2011-06-10,False,4891.889871572597
1,33,2011-06-17,False,4823.274716994712
1,33,2011-06-24,False,4201.719298391823
1,34,2011-05-06,False,13061.785356679839
1,34,2011-05-13,False,12487.462140860409
1,34,2011-05-20,False,12162.39032716388
1,34,2011-05-27,False,12886.112935711304
1,34,2011-06-03,False,15379.703663106216
1,34,2011-06-10,False,13860.438069826598
1,34,2011-06-17,False,11856.435042092484
1,34,2011-06-24,False,10991.707575496659
1,35,2011-05-06,False,3883.6771776205733
1,35,2011-05-13,False,3526.9559252600175
1,35,2011-05-20,False,3199.1674633232633
1,35,2011-05-27,False,3135.738745684548
1,35,2011-06-03,False,3543.2221074807912
1,35,2011-06-10,False,2995.5363247161604
1,35,2011-06-17,False,2816.293886136891
1,35,2011-06-24,False,2832.33666822086
1,36,2011-05-06,False,1843.5386348273505
1,36,2011-05-13,False,2237.612083627716
1,36,2011-05-20,False,2850.275620947582
1,36,2011-05-27,False,4045.865954923899
1,36,2011-06-03,False,5746.389795227898
1,36,2011-06-10,False,4061.1436884513723
1,36,2011-06-17,False,3650.33073959615
1,36,2011-06-24,False,3609.3387378994275
1,37,2011-05-06,False,3262.700268412588
1,37,2011-05-13,False,2820.0240254672503
1,37,2011-05-20,False,2796.409437144012
1,37,2011-05-27,False,2818.0207888581176
1,37,2011-06-03,False,3365.5881680321877
1,37,2011-06-10,False,3162.975325453834
1,37,2011-06-17,False,2909.973072656034
1,37,2011-06-24,False,3170.47779506708
1,38,2011-05-06,False,90967.65371342863
1,38,2011-05-13,False,70890.7961397406
1,38,2011-05-20,False,61717.90992860611
