Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-11-04,False,31995.483864043053
1,1,2011-11-11,False,17179.260917763837
1,1,2011-11-18,False,17796.52872873252
1,1,2011-11-25,True,16702.99575134614
1,1,2011-12-02,False,22000.852058740013
1,1,2011-12-09,False,29534.714889904695
1,1,2011-12-16,False,42380.83045162667
1,1,2011-12-23,False,51878.086180220635
1,1,2011-12-30,True,23281.25321064824
1,2,2011-11-04,False,45696.28345316762
1,2,2011-11-11,False,42953.46862159562
1,2,2011-11-18,False,42841.24293246928
1,2,2011-11-25,True,42547.1595643948
1,2,2011-12-02,False,43236.09440525569
1,2,2011-12-09,False,46184.07682924753
1,2,2011-12-16,False,48948.04167024669
1,2,2011-12-23,False,59029.07711819165
1,2,2011-12-30,True,39889.38520971227
1,3,2011-11-04,False,9224.515696161841
1,3,2011-11-11,False,9587.200844565356
1,3,2011-11-18,False,9547.223611918693
1,3,2011-11-25,True,10525.650813916647
1,3,2011-12-02,False,11211.840013610497
1,3,2011-12-09,False,12526.725215056445
1,3,2011-12-16,False,13974.674760559323
1,3,2011-12-23,False,15065.588570904683
1,3,2011-12-30,True,9135.396954578828
1,4,2011-11-04,False,37888.58579083062
1,4,2011-11-11,False,35615.634946543214
1,4,2011-11-18,False,37849.132034454684
1,4,2011-11-25,True,44603.99174929813
1,4,2011-12-02,False,36240.83749000025
1,4,2011-12-09,False,37046.8260861076
1,4,2011-12-16,False,38417.83570399806
1,4,2011-12-23,False,46001.49239086498
1,4,2011-12-30,True,37376.9237344526
1,5,2011-11-04,False,25560.260251671
1,5,2011-11-11,False,25605.768107869586
1,5,2011-11-18,False,27137.56745945096
1,5,2011-11-25,True,71353.98779003361
1,5,2011-12-02,False,37542.230885063684
1,5,2011-12-09,False,49532.7253609044
1,5,2011-12-16,False,58635.59961288381
1,5,2011-12-23,False,84184.34002922766
1,5,2011-12-30,True,40485.01167004461
1,6,2011-11-04,False,3664.872558151404
1,6,2011-11-11,False,2713.9496618321023
1,6,2011-11-18,False,3404.1639905744555
1,6,2011-11-25,True,19043.954782239194
1,6,2011-12-02,False,5192.969385116161
1,6,2011-12-09,False,6483.544642307529
1,6,2011-12-16,False,11365.407439533654
1,6,2011-12-23,False,25061.678477851307
1,6,2011-12-30,True,7431.951802003596
1,7,2011-11-04,False,16055.152242870454
1,7,2011-11-11,False,19071.96584092771
1,7,2011-11-18,False,25071.71603377039
1,7,2011-11-25,True,67967.60211213017
1,7,2011-12-02,False,47525.78406756782
1,7,2011-12-09,False,63704.736526538196
1,7,2011-12-16,False,93007.04430990265
1,7,2011-12-23,False,155600.79746571564
1,7,2011-12-30,True,44602.41967312421
