Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-03-04,False,18593.76887688317
1,1,2011-03-11,False,17926.1306200558
1,1,2011-03-18,False,18535.516272651
1,1,2011-03-25,False,21008.38851029609
1,1,2011-04-01,False,54652.239547259145
1,1,2011-04-08,False,42694.352991328546
1,1,2011-04-15,False,14026.008264872215
1,1,2011-04-22,False,13151.109697717211
1,1,2011-04-29,False,13883.593642764694
1,2,2011-03-04,False,49081.71645322861
1,2,2011-03-11,False,45661.24143810035
1,2,2011-03-18,False,44842.51448832196
1,2,2011-03-25,False,43418.23995950399
1,2,2011-04-01,False,47252.32278428716
1,2,2011-04-08,False,45534.91425123555
1,2,2011-04-15,False,47449.48435739218
1,2,2011-04-22,False,45915.72850293573
1,2,2011-04-29,False,45978.0073315741
1,3,2011-03-04,False,10363.293776462968
1,3,2011-03-11,False,9777.04887284543
1,3,2011-03-18,False,8821.93397750584
1,3,2011-03-25,False,9146.173408154697
1,3,2011-04-01,False,9311.611959590875
1,3,2011-04-08,False,9224.295811384516
1,3,2011-04-15,False,9432.745560240066
1,3,2011-04-22,False,9870.681377630513
1,3,2011-04-29,False,8771.561514576846
1,4,2011-03-04,False,38216.8090083439
1,4,2011-03-11,False,32714.40483990108
1,4,2011-03-18,False,33609.609465263144
1,4,2011-03-25,False,31899.953953245247
1,4,2011-04-01,False,37152.04092645348
1,4,2011-04-08,False,35298.40276101703
1,4,2011-04-15,False,34147.971462688
1,4,2011-04-22,False,33815.5534120801
1,4,2011-04-29,False,33727.43522327911
1,5,2011-03-04,False,28029.85974798601
1,5,2011-03-11,False,28129.695656998716
1,5,2011-03-18,False,28673.960453614294
1,5,2011-03-25,False,41414.16345258493
1,5,2011-04-01,False,33234.63728753913
1,5,2011-04-08,False,25284.836398903914
1,5,2011-04-15,False,18907.468751361295
1,5,2011-04-22,False,27782.198743777983
1,5,2011-04-29,False,24703.979161341376
1,6,2011-03-04,False,3159.663720943675
1,6,2011-03-11,False,3138.9012065727156
1,6,2011-03-18,False,2596.3490777697307
1,6,2011-03-25,False,3541.6025032961634
1,6,2011-04-01,False,2685.4564129046057
1,6,2011-04-08,False,2779.475648679946
1,6,2011-04-15,False,2987.5899354426083
1,6,2011-04-22,False,2610.4546894837995
1,6,2011-04-29,False,2415.9360827833307
1,7,2011-03-04,False,19538.206058402862
1,7,2011-03-11,False,20821.83062157167
1,7,2011-03-18,False,24639.220934880006
1,7,2011-03-25,False,16328.666629467156
1,7,2011-04-01,False,22244.962888596692
1,7,2011-04-08,False,20872.30049402428
1,7,2011-04-15,False,19680.66269255662
1,7,2011-04-22,False,18288.934713421284
1,7,2011-04-29,False,20343.90944982564
1,8,2011-03-04,False,37642.51902721617
1,8,2011-03-11,False,33575.4425710787
1,8,2011-03-18,False,33146.626668299825
1,8,2011-03-25,False,31906.281913485192
1,8,2011-04-01,False,35597.00322278477
1,8,2011-04-08,False,32014.314077772946
1,8,2011-04-15,False,32276.804753694963
1,8,2011-04-22,False,32810.18039570078
1,8,2011-04-29,False,33690.44576313095
1,9,2011-03-04,False,25185.427201924533
1,9,2011-03-11,False,26979.280837006554
1,9,2011-03-18,False,37649.39099545187
1,9,2011-03-25,False,26752.58397656974
1,9,2011-04-01,False,30901.912744479872
1,9,2011-04-08,False,29157.996056692828
1,9,2011-04-15,False,27500.8980862728
1,9,2011-04-22,False,27218.842909181643
1,9,2011-04-29,False,30204.020659836628
1,10,2011-03-04,False,32736.326344188994
1,10,2011-03-11,False,31782.510242811513
1,10,2011-03-18,False,33283.36822845786
1,10,2011-03-25,False,28966.658113196136
1,10,2011-04-01,False,32366.124928475583
1,10,2011-04-08,False,31253.593296725645
1,10,2011-04-15,False,31076.726863501935
1,10,2011-04-22,False,28662.243465779808
1,10,2011-04-29,False,29660.31693755008
1,11,2011-03-04,False,20398.73242549762
1,11,2011-03-11,False,20045.808404672433
