Store,Dept,Date,Weekly_Pred
1.0,1.0,2011-07-01,16224.634285728387
1.0,1.0,2011-07-08,17580.25428572841
1.0,1.0,2011-07-15,17042.334285728368
1.0,1.0,2011-07-22,15251.944285728414
1.0,1.0,2011-07-29,15273.31428572841
1.0,1.0,2011-08-05,17399.904285728404
1.0,1.0,2011-08-12,15427.894285728426
1.0,1.0,2011-08-19,15631.624285728407
1.0,1.0,2011-08-26,15685.364285728398
1.0,2.0,2011-07-01,47728.842380912734
1.0,2.0,2011-07-08,47403.242380912874
1.0,2.0,2011-07-15,44990.322380912716
1.0,2.0,2011-07-22,45414.45238091284
1.0,2.0,2011-07-29,46484.89238091278
1.0,2.0,2011-08-05,50682.852380912744
1.0,2.0,2011-08-12,46126.81238091294
1.0,2.0,2011-08-19,50405.29238091292
1.0,2.0,2011-08-26,50274.65238091279
1.0,3.0,2011-07-01,7456.653333319136
1.0,3.0,2011-07-08,7711.443333319174
1.0,3.0,2011-07-15,13350.073333319178
1.0,3.0,2011-07-22,16529.393333319244
1.0,3.0,2011-07-29,20514.7233333192
1.0,3.0,2011-08-05,26317.79333331915
1.0,3.0,2011-08-12,30239.31333331917
1.0,3.0,2011-08-19,40700.70333331918
1.0,3.0,2011-08-26,50757.94333331917
1.0,4.0,2011-07-01,39779.167619002896
1.0,4.0,2011-07-08,39786.90761900292
1.0,4.0,2011-07-15,35240.117619002915
1.0,4.0,2011-07-22,36630.167619002925
1.0,4.0,2011-07-29,36425.13761900294
1.0,4.0,2011-08-05,40979.33761900293
1.0,4.0,2011-08-12,36467.117619002915
1.0,4.0,2011-08-19,39711.55761900292
1.0,4.0,2011-08-26,36410.057619002924
1.0,5.0,2011-07-01,18261.19476191264
1.0,5.0,2011-07-08,19623.024761912715
1.0,5.0,2011-07-15,17291.70476191265
1.0,5.0,2011-07-22,16686.94476191264
1.0,5.0,2011-07-29,15845.964761912657
1.0,5.0,2011-08-05,16299.654761912601
1.0,5.0,2011-08-12,14918.104761912555
1.0,5.0,2011-08-19,14785.92476191262
1.0,5.0,2011-08-26,12943.804761912741
1.0,6.0,2011-07-01,3175.909047631173
1.0,6.0,2011-07-08,3620.249047631024
1.0,6.0,2011-07-15,3406.6990476312103
1.0,6.0,2011-07-22,4392.039047631061
1.0,6.0,2011-07-29,2566.9490476312103
1.0,6.0,2011-08-05,3334.3790476309123
1.0,6.0,2011-08-12,2519.009047631266
1.0,6.0,2011-08-19,2701.349047631117
1.0,6.0,2011-08-26,2023.2890476310613
1.0,7.0,2011-07-01,22809.685714307845
1.0,7.0,2011-07-08,22988.02571430793
1.0,7.0,2011-07-15,22887.235714307833
1.0,7.0,2011-07-22,20249.78571430782
1.0,7.0,2011-07-29,17930.145714307866
1.0,7.0,2011-08-05,22063.25571430791
1.0,7.0,2011-08-12,19399.04571430789
1.0,7.0,2011-08-19,18042.395714307866
1.0,7.0,2011-08-26,16530.125714307847
1.0,8.0,2011-07-01,35373.1080952116
1.0,8.0,2011-07-08,34514.34809521159
1.0,8.0,2011-07-15,32964.818095211565
1.0,8.0,2011-07-22,34143.21809521159
1.0,8.0,2011-07-29,33361.288095211596
1.0,8.0,2011-08-05,34626.44809521157
1.0,8.0,2011-08-12,32119.288095211592
1.0,8.0,2011-08-19,32042.448095211566
1.0,8.0,2011-08-26,31065.778095211583
1.0,9.0,2011-07-01,21948.461428561226
1.0,9.0,2011-07-08,28214.511428561273
1.0,9.0,2011-07-15,20008.5414285613
1.0,9.0,2011-07-22,19995.41142856118
1.0,9.0,2011-07-29,19875.731428561245
1.0,9.0,2011-08-05,20140.731428561245
1.0,9.0,2011-08-12,19600.17142856119
1.0,9.0,2011-08-19,21978.591428561347
1.0,9.0,2011-08-26,20776.42142856119
1.0,10.0,2011-07-01,31647.624285738668
1.0,10.0,2011-07-08,35005.9442857385
1.0,10.0,2011-07-15,33209.04428573859
1.0,10.0,2011-07-22,31946.274285738575
1.0,10.0,2011-07-29,31481.17428573848
1.0,10.0,2011-08-05,36945.754285738556
1.0,10.0,2011-08-12,33139.56428573861
1.0,10.0,2011-08-19,36716.384285738444
1.0,10.0,2011-08-26,33560.224285738295
1.0,11.0,2011-07-01,28580.872380951274
1.0,11.0,2011-07-08,29304.992380951386
1.0,11.0,2011-07-15,29481.41238095131
1.0,11.0,2011-07-22,29815.922380951553
1.0,11.0,2011-07-29,28489.792380951665
1.0,11.0,2011-08-05,38989.152380951535
1.0,11.0,2011-08-12,31950.292380951665
1.0,11.0,2011-08-19,33489.992380951386
1.0,11.0,2011-08-26,22982.222380951367
1.0,12.0,2011-07-01,11527.88571426214
1.0,12.0,2011-07-08,12094.615714262354
1.0,12.0,2011-07-15,11046.605714262345
1.0,12.0,2011-07-22,12550.89571426215
1.0,12.0,2011-07-29,12441.465714262215
1.0,12.0,2011-08-05,13694.615714262354
1.0,12.0,2011-08-12,14101.095714262336
1.0,12.0,2011-08-19,10926.695714262196
1.0,12.0,2011-08-26,10651.165714262168
1.0,13.0,2011-07-01,40598.929999949076
1.0,13.0,2011-07-08,40440.38999994904
1.0,13.0,2011-07-15,39533.9899999489
1.0,13.0,2011-07-22,39936.35999994901
1.0,13.0,2011-07-29,37402.97999994912
1.0,13.0,2011-08-05,41422.01999994893
1.0,13.0,2011-08-12,37253.10999994901
1.0,13.0,2011-08-19,40893.60999994901
1.0,13.0,2011-08-26,40559.849999949
1.0,14.0,2011-07-01,13267.650952384238
1.0,14.0,2011-07-08,14804.890952384287
1.0,14.0,2011-07-15,13323.050952384261
1.0,14.0,2011-07-22,11718.670952384256
1.0,14.0,2011-07-29,12194.780952384242
1.0,14.0,2011-08-05,14177.010952384282
1.0,14.0,2011-08-12,13352.07095238428
1.0,14.0,2011-08-19,13033.090952384298
1.0,14.0,2011-08-26,13160.07095238428
1.0,16.0,2011-07-01,32039.16333335172
1.0,16.0,2011-07-08,35415.403333351715
1.0,16.0,2011-07-15,29382.283333351716
1.0,16.0,2011-07-22,24261.063333351743
1.0,16.0,2011-07-29,21636.373333351683
1.0,16.0,2011-08-05,23837.483333351785
1.0,16.0,2011-08-12,22907.35333335178
1.0,16.0,2011-08-19,22455.973333351776
1.0,16.0,2011-08-26,19300.96333335165
1.0,17.0,2011-07-01,8514.79285714281
1.0,17.0,2011-07-08,7596.902857142913
1.0,17.0,2011-07-15,6765.282857142801
1.0,17.0,2011-07-22,8186.982857142987
1.0,17.0,2011-07-29,8657.242857142995
1.0,17.0,2011-08-05,9124.262857143014
1.0,17.0,2011-08-12,8933.592857142856
1.0,17.0,2011-08-19,10024.232857142986
1.0,17.0,2011-08-26,9308.802857142819
1.0,18.0,2011-07-01,5180.760000003041
1.0,18.0,2011-07-15,5180.760000003041
1.0,18.0,2011-08-26,-924.2614285699044
1.0,19.0,2011-07-01,1214.3600000018007
1.0,19.0,2011-07-08,974.5800000017728
1.0,19.0,2011-07-15,1059.3200000017634
1.0,19.0,2011-07-22,1239.6100000018007
1.0,19.0,2011-07-29,901.2900000017355
1.0,19.0,2011-08-05,1846.5000000018147
1.0,19.0,2011-08-12,1490.980000001796
1.0,19.0,2011-08-19,1474.450000001768
1.0,19.0,2011-08-26,685.0500000017448
1.0,20.0,2011-07-01,5384.380952372646
1.0,20.0,2011-07-08,4779.090952372609
1.0,20.0,2011-07-15,4452.050952372571
1.0,20.0,2011-07-22,3754.710952372488
1.0,20.0,2011-07-29,3693.0709523725905
1.0,20.0,2011-08-05,4191.280952372553
1.0,20.0,2011-08-12,3560.1709523724508
1.0,20.0,2011-08-19,3723.6009523726184
1.0,20.0,2011-08-26,3034.270952372544
1.0,21.0,2011-07-01,7937.967619050951
1.0,21.0,2011-07-08,8015.407619051128
1.0,21.0,2011-07-15,7679.157619050895
1.0,21.0,2011-07-22,6345.577619051053
1.0,21.0,2011-07-29,6580.6176190510905
