PID,Sale_Price
910251050,11.180124125610334
903451090,11.803633190027519
527110080,12.081768086366855
535457010,11.870682141641613
903484020,11.838169646443543
905479110,11.742171929123074
527452310,11.734870537236716
528228445,12.212718561026787
923225370,11.520624334276913
528344040,12.701888844334968
532377050,11.816705479913958
535176050,11.90341604496939
906340100,12.686662646844638
533212050,11.93677947313631
909428180,12.120892835899715
535379110,11.846973886730996
534250400,12.15453898397309
527450520,11.583308541470526
527452150,11.85213686317094
903225040,11.664111327811007
911370410,12.522614737008894
905226080,11.784471857270596
914467050,12.343529208958465
908152260,11.896671877699294
534451170,11.397006862769654
923228310,11.367060627484378
910201180,11.86677524075452
534476100,11.810868869870434
923225080,11.815610225509149
906223210,12.364059077321082
905480150,11.337866583433577
903452090,11.687804383665977
527208010,12.755463569680094
906426090,11.969057395363562
903231090,11.794994597532844
535152280,11.882101196296698
528458180,12.287618207849256
532354060,11.772072875143555
909279040,11.708370289055075
527353060,12.425124961066155
916176030,11.991216939642536
533110130,12.48678086203843
911370450,12.449202348889953
528118110,12.672977778151118
528228270,12.26297231486255
905480240,11.438548832007939
914460020,12.315584836310984
534428060,11.817154576748251
534252240,12.018591704813966
908102050,11.690013770616131
914475030,12.000924245391381
533221040,12.062321501590013
535451170,11.43523569742413
905451340,11.762336247280544
528118040,12.908322195276483
903200080,11.979878331765793
527162110,12.150832254807693
535381040,12.148296894008766
528174020,12.186415351250444
534400290,12.005807148280764
903206070,11.880029471565303
533252130,12.11908647758209
906382030,12.415956952252026
535327200,11.740587202629442
535455080,11.647667616786936
527354160,12.153956883542758
902207120,11.58294738052102
909282060,11.9766991414399
902109140,11.82516147468554
902206270,11.767310978434962
533250050,12.22930580283783
909452050,12.329332622654972
527212060,12.747696373531026
906394060,12.175462682564598
534401120,11.937934030909412
528435010,12.274837005871833
528315080,12.515584644164244
909275030,11.808253480366364
528102010,12.882617541214472
907200290,11.894023301783713
902300260,11.826577272918215
528150110,12.830591207536289
535450100,11.72380599001226
907285010,12.375176011479464
533253210,12.110097663388848
527301280,11.969367016253015
905478140,11.824700125210148
902204080,11.427472621872447
907201280,11.820553350007241
905476170,11.361880770344008
923228210,11.395403646524487
534226120,11.76487383022984
527301170,12.323413810547763
535453040,11.786531471083785
535150300,12.492007028684881
528363020,12.598668721194613
907265100,12.234155077935553
910200060,11.732228164990886
532376160,11.779172499772455
908204180,11.371855049266532
909282130,11.841680787961506
528326110,12.68514672008272
534176230,11.943009509691226
527302210,12.283917754323657
526355170,12.410877142256131
535305180,11.799353280196168
905452150,11.807975011603697
902201090,11.762359951597633
527452190,11.8567785946262
908275280,11.762659676213119
527402210,11.879440955037548
921126010,12.637494362234882
905109130,12.527380698879224
535425070,12.058517507474148
905200290,12.055423982031359
533253060,11.791888956096216
535179050,11.825174200829027
903476100,11.458344223672984
533135020,12.33096524028137
527403120,11.626498782443425
528429080,12.400831507339783
528354100,12.459421458408467
902427150,11.71239143370429
527226040,12.027742245812178
924100060,12.03583755342242
531452180,12.269872608582926
907252050,12.277146882899583
903236200,11.657600386989039
910201130,11.640815552182096
909100080,11.819831447503734
535402010,12.025017971036178
528186100,12.67595462351667
905225020,12.28461873794788
905201110,11.990011831890579
527158090,12.08908035514875
528175010,12.253158112062629
902401010,11.633736148403734
534251320,12.007191795697883
902109120,11.780128505956329
528290170,12.138041644338289
534252060,11.874504406915559
905475510,11.843973816707278
527425060,11.64373258020051
534201130,11.791378546971885
526302110,11.679744078468554
903430050,11.526540226477934
902110130,11.526776967908761
534401110,11.888904749578376
528231020,12.063398525716112
531479020,11.365910567271813
905403060,11.644109936612892
916326010,12.29115738068781
527365030,12.378727415715902
528228295,12.234901579941365
527455250,11.773753168101987
916403040,12.05411885663292
527252090,12.623950511588177
908225240,11.580566488004647
528228285,12.022940439038017
908178050,12.49176041647117
916326040,12.011517271701239
916380060,12.484518755310665
903204010,11.793919268906063
