PID,Sale_Price
910251050,11.239899635314941
902204080,11.41321849822998
535478110,11.575109481811523
908152270,11.942566871643066
903458060,11.736689567565918
907285100,12.360138893127441
535377090,11.880976676940918
527354200,12.097268104553223
911128020,11.666430473327637
533242030,12.281598091125488
907135080,11.938935279846191
902104020,11.891167640686035
907414070,12.095577239990234
528228450,12.173613548278809
905425125,12.32511043548584
534225110,11.782852172851562
903427090,11.848910331726074
902109080,11.74830436706543
531452020,11.68932819366455
534451020,11.073293685913086
531375120,11.952408790588379
531451280,12.278939247131348
907192030,12.124614715576172
526350040,11.737235069274902
534202030,11.85728931427002
528172150,12.523368835449219
908275240,11.673905372619629
908151040,11.960866928100586
528458130,12.587451934814453
532378200,11.813626289367676
535303030,12.077569007873535
533208040,12.219659805297852
905201110,12.042435646057129
527126030,12.435998916625977
907412080,12.13520622253418
528142010,12.510507583618164
916403020,12.122552871704102
528120060,12.866716384887695
904351280,11.737571716308594
533244030,12.3875093460083
924100070,11.98864459991455
906392100,12.362823486328125
905200350,11.923417091369629
535125010,12.28550910949707
907180120,12.280206680297852
534251320,12.019685745239258
527252050,12.614073753356934
905451330,11.922283172607422
527356020,12.545707702636719
909131170,11.885343551635742
528218030,12.087373733520508
903454060,11.081252098083496
907252020,12.430963516235352
923202060,11.78316879272461
528435040,12.753153800964355
905201080,11.940099716186523
905300080,11.848431587219238
905229040,11.936041831970215
907254050,12.228094100952148
903426160,11.955528259277344
923228290,11.259140968322754
535402070,11.86397933959961
909101080,11.556714057922363
535175030,11.928126335144043
531475220,12.034258842468262
903454010,11.670269012451172
528228360,12.341256141662598
534427010,11.943960189819336
905476225,11.78475284576416
907202050,11.900814056396484
903227090,11.724359512329102
907290230,11.845580101013184
531375070,11.8164701461792
534427140,11.928459167480469
531452100,11.953024864196777
528186100,12.687917709350586
914476050,11.912821769714355
535382130,11.932535171508789
906226080,11.89326286315918
902207120,11.629969596862793
531376050,12.101880073547363
907295100,12.401226997375488
903476090,11.780390739440918
531375060,11.869278907775879
535453150,11.893232345581055
528106050,13.08057975769043
535454060,11.364908218383789
528106070,12.575830459594727
923229010,11.93384838104248
908102050,11.668523788452148
535425040,12.121806144714355
533221030,12.079846382141113
528427020,12.368967056274414
535352080,11.680280685424805
907203060,11.651877403259277
903201080,11.94520092010498
908188130,11.81261157989502
907420080,12.092679977416992
908186070,11.88551139831543
531382090,12.095858573913574
527353080,12.063705444335938
533350050,12.719527244567871
528218130,12.22393798828125
